Scan started at 10:05:42 07/10/2014
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
2.92536	-365.381	558.048	-23.2678	57.513	0.125941	0.188524	0.00516566	2.92536	0.717224	0.853943	305.696	57.513	0.00910591	0.00912708	0.0396347	
2.93035	-365.217	557.831	-23.4994	57.6108	0.165634	0.266268	0.00478884	2.93035	-3.2309	-3.14307	305.707	57.6108	0.00826827	0.00828978	0.0807196	
2.93534	-365.377	557.981	-23.3053	57.7086	0.123178	0.182873	0.00526697	2.93534	-1.13849	-1.09839	305.755	57.7086	0.00879951	0.00887727	0.0362044	
2.94034	-365.497	558.14	-23.0075	57.8064	0.166948	0.268737	0.00469273	2.94034	2.83264	2.92188	305.744	57.8064	0.00825996	0.0082759	0.0819618	
2.94533	-365.247	557.961	-23.0992	57.9042	0.120911	0.178382	0.00514194	2.94533	0.772156	0.912415	305.696	57.9042	0.00848385	0.00851271	0.0330346	
2.95032	-365.046	557.775	-23.3093	58.002	0.167649	0.270474	0.00469443	2.95032	-3.22272	-3.1283	305.702	58.002	0.00801757	0.00810289	0.0828058	
2.95531	-365.232	557.907	-23.1433	58.0998	0.119257	0.17506	0.00523646	2.95531	-1.20313	-1.14996	305.745	58.0998	0.00813677	0.00817228	0.0307465	
2.9603	-365.385	558.034	-22.8648	58.1977	0.168139	0.271283	0.00462456	2.9603	2.8147	2.91821	305.738	58.1977	0.00803499	0.0080842	0.0832397	
2.9653	-365.152	557.851	-22.9585	58.2955	0.118226	0.173024	0.00525338	2.9653	0.834168	0.981934	305.711	58.2955	0.00790172	0.00793415	0.0293992	
2.97029	-364.927	557.69	-23.1753	58.3933	0.168049	0.271209	0.00468044	2.97029	-3.21295	-3.11322	305.726	58.3933	0.00783082	0.00789588	0.0833703	
2.97528	-365.091	557.834	-23.0336	58.4911	0.117806	0.172426	0.00518288	2.97528	-1.25861	-1.21594	305.766	58.4911	0.00766658	0.00775404	0.0292185	
2.98027	-365.261	557.964	-22.7726	58.5889	0.167403	0.270321	0.00460608	2.98027	2.80963	2.89594	305.75	58.5889	0.00768739	0.00773881	0.0829982	
2.98526	-365.041	557.786	-22.8688	58.6867	0.118127	0.173076	0.00519066	2.98526	0.888428	1.03528	305.701	58.6867	0.00743803	0.00743986	0.0299731	
2.99026	-364.83	557.607	-23.0884	58.7845	0.166405	0.268564	0.00474569	2.99026	-3.19647	-3.09851	305.714	58.7845	0.00769816	0.0077651	0.082282	
2.99525	-365.004	557.742	-22.9462	58.8823	0.11886	0.175187	0.00512784	2.99525	-1.31781	-1.28003	305.748	58.8823	0.00716032	0.00720668	0.0318164	
3.00024	-365.183	557.878	-22.6838	58.9801	0.16501	0.265903	0.00465993	3.00024	2.78815	2.87653	305.691	58.9801	0.00759895	0.00760903	0.0812048	
3.00523	-364.985	557.704	-22.7903	59.078	0.120363	0.178451	0.00519909	3.00523	0.93866	1.08746	305.574	59.078	0.0069123	0.0069449	0.0344074	
3.01022	-364.777	557.532	-23.0202	59.1758	0.163205	0.262445	0.00466563	3.01022	-3.20422	-3.10663	305.519	59.1758	0.00751708	0.00750595	0.0797227	
3.01522	-364.917	557.678	-22.8598	59.2736	0.122242	0.182717	0.00504573	3.01522	-1.40656	-1.36487	305.495	59.2736	0.00681816	0.00686121	0.037706	
3.02021	-365.043	557.837	-22.5604	59.3714	0.160835	0.25829	0.00475792	3.02021	2.75519	2.85358	305.403	59.3714	0.00728318	0.0073482	0.0778881	
3.0252	-364.823	557.679	-22.6543	59.4692	0.124901	0.187763	0.00498118	3.0252	0.989258	1.1463	305.258	59.4692	0.00662252	0.00657791	0.0412397	
3.03019	-364.631	557.504	-22.9008	59.567	0.158223	0.253327	0.00480369	3.03019	-3.20172	-3.10053	305.15	59.567	0.00726563	0.00732358	0.0756952	
3.03518	-364.805	557.637	-22.7702	59.6648	0.127594	0.193613	0.00505888	3.03518	-1.47217	-1.43652	305.074	59.6648	0.00646171	0.00641083	0.044925	
3.04018	-364.966	557.773	-22.4882	59.7626	0.155371	0.247671	0.00477265	3.04018	2.74872	2.83624	304.958	59.7626	0.0071386	0.00717349	0.0732075	
3.04517	-364.764	557.604	-22.595	59.8604	0.130569	0.19983	0.00497648	3.04517	1.06146	1.20367	304.818	59.8604	0.00626816	0.00637306	0.0487185	
3.05016	-364.568	557.433	-22.8475	59.9583	0.151933	0.241573	0.00471265	3.05016	-3.18164	-3.09406	304.757	59.9583	0.00702627	0.00712234	0.0703311	
3.05515	-364.717	557.568	-22.7116	60.0561	0.133917	0.206305	0.00492515	3.05515	-1.5296	-1.49438	304.735	60.0561	0.00601939	0.00611884	0.052582	
3.06014	-364.862	557.711	-22.4294	60.1539	0.14842	0.234986	0.00479733	3.06014	2.74439	2.83081	304.658	60.1539	0.00693414	0.00699731	0.0672114	
3.06514	-364.665	557.546	-22.5372	60.2517	0.137159	0.212974	0.00473339	3.06514	1.13336	1.28418	304.551	60.2517	0.00601598	0.00603671	0.0563236	
3.07013	-364.46	557.369	-22.7778	60.3495	0.14475	0.227771	0.00484643	3.07013	-3.15265	-3.0368	304.501	60.3495	0.00681481	0.00688662	0.0638817	
3.07512	-364.594	557.514	-22.6133	60.4473	0.140459	0.219597	0.00473378	3.07512	-1.55377	-1.50189	304.486	60.4473	0.00593255	0.00596486	0.0597819	
3.08011	-364.732	557.678	-22.3195	60.5451	0.140948	0.220613	0.00486624	3.08011	2.77759	2.86218	304.407	60.5451	0.00662314	0.00672348	0.0603145	
3.08511	-364.538	557.511	-22.4318	60.6429	0.143663	0.225919	0.00471553	3.08511	1.22546	1.36304	304.31	60.6429	0.00573813	0.00583759	0.0631553	
3.0901	-364.331	557.329	-22.6837	60.7407	0.137004	0.212985	0.00495977	3.0901	-3.14502	-3.04932	304.277	60.7407	0.00650527	0.00659283	0.0565978	
3.09509	-364.445	557.47	-22.5415	60.8386	0.1467	0.232055	0.00470914	3.09509	-1.62842	-1.58813	304.274	60.8386	0.00559953	0.00568924	0.0661762	
3.10008	-364.568	557.634	-22.2432	60.9364	0.133169	0.205564	0.00495248	3.10008	2.75995	2.84326	304.218	60.9364	0.00640051	0.00641338	0.05269	
3.10507	-364.355	557.492	-22.328	61.0342	0.149601	0.237636	0.00461747	3.10507	1.2818	1.42365	304.13	61.0342	0.00565755	0.00566481	0.0690156	
3.11007	-364.127	557.325	-22.5666	61.132	0.129423	0.198073	0.00497443	3.11007	-3.12604	-3.02417	304.085	61.132	0.00622173	0.00629438	0.0487114	
3.11506	-364.234	557.459	-22.4227	61.2298	0.152201	0.242762	0.00464407	3.11506	-1.69501	-1.65363	304.073	61.2298	0.00543676	0.00551037	0.0715762	
3.12005	-364.369	557.614	-22.126	61.3276	0.125832	0.191041	0.00492974	3.12005	2.73877	2.82208	304.015	61.3276	0.00612585	0.00615639	0.0447817	
3.12504	-364.198	557.452	-22.2021	61.4254	0.154503	0.247217	0.00462905	3.12504	1.33588	1.48016	303.879	61.4254	0.00548173	0.00550404	0.07377	
3.13003	-364.044	557.235	-22.4229	61.5232	0.122489	0.184519	0.00500034	3.13003	-3.12366	-3.02655	303.778	61.5232	0.00603736	0.00608965	0.0408974	
3.13503	-364.23	557.316	-22.2327	61.621	0.156472	0.251074	0.00454619	3.13503	-1.76288	-1.72083	303.747	61.621	0.0054034	0.00549358	0.075594	
3.14002	-364.448	557.415	-21.889	61.7189	0.119477	0.178557	0.00500429	3.14002	2.70532	2.79297	303.673	61.7189	0.0058695	0.00588944	0.0371874	
3.14501	-364.335	557.206	-21.9766	61.8167	0.158046	0.254185	0.00448105	3.14501	1.38605	1.52905	303.557	61.8167	0.00542554	0.00543767	0.0771877	
3.15	-364.16	556.998	-22.2302	61.9145	0.116939	0.173521	0.00501261	3.15	-3.09168	-2.995	303.502	61.9145	0.0056981	0.00574349	0.0339392	
3.15499	-364.272	557.116	-22.0704	62.0123	0.159216	0.256528	0.0045248	3.15499	-1.81055	-1.77423	303.497	62.0123	0.00534105	0.00537527	0.0781941	
3.15999	-364.4	557.278	-21.7783	62.1101	0.114924	0.169484	0.00490182	3.15999	2.68799	2.77246	303.427	62.1101	0.00561577	0.00564904	0.0311416	
3.16498	-364.21	557.135	-21.9025	62.2079	0.159955	0.258038	0.00453886	3.16498	1.44495	1.59143	303.292	62.2079	0.00530972	0.00534134	0.0790863	
3.16997	-363.99	556.952	-22.1503	62.3057	0.113478	0.166506	0.00492218	3.16997	-3.06946	-2.96814	303.212	62.3057	0.00543207	0.0054637	0.029057	
3.17496	-364.112	557.058	-21.9835	62.4035	0.160317	0.25877	0.00445134	3.17496	-1.86554	-1.82391	303.197	62.4035	0.00526387	0.00529381	0.0794495	
3.17995	-364.285	557.181	-21.6749	62.5013	0.112657	0.164827	0.00498568	3.17995	2.66528	2.74695	303.132	62.5013	0.00542636	0.00543288	0.0279528	
3.18495	-364.129	557.006	-21.7787	62.5992	0.160154	0.258645	0.00444577	3.18495	1.50726	1.6499	303.004	62.5992	0.00531743	0.00531345	0.0794878	
3.18994	-363.941	556.791	-22.0248	62.697	0.112375	0.164539	0.0049333	3.18994	-3.03723	-2.93298	302.899	62.697	0.00517637	0.00522904	0.0278824	
3.19493	-364.086	556.871	-21.862	62.7948	0.159615	0.257714	0.00446497	3.19493	-1.92169	-1.87659	302.86	62.7948	0.0052383	0.0053112	0.0791333	
3.19992	-364.246	557.005	-21.5454	62.8926	0.112764	0.165463	0.00505151	3.19992	2.63409	2.71777	302.805	62.8926	0.00514185	0.00515888	0.0288993	
3.20492	-364.087	556.84	-21.6365	62.9904	0.158657	0.255927	0.00429194	3.20492	1.55341	1.69586	302.661	62.9904	0.00524463	0.00527712	0.0784411	
3.20991	-363.917	556.615	-21.9003	63.0882	0.113712	0.167687	0.00489052	3.20991	-3.02478	-2.91589	302.543	63.0882	0.00493914	0.00498861	0.030803	
3.2149	-364.049	556.685	-21.7516	63.186	0.157274	0.253434	0.00447136	3.2149	-1.98096	-1.93726	302.491	63.186	0.00523081	0.00528069	0.0773405	
3.21989	-364.207	556.815	-21.4384	63.2838	0.115361	0.170939	0.00489997	3.21989	2.60297	2.68079	302.395	63.2838	0.00477915	0.00483676	0.033418	
3.22488	-364.061	556.641	-21.5344	63.3816	0.155438	0.250049	0.00431905	3.22488	1.60407	1.74298	302.257	63.3816	0.00510186	0.00524084	0.0759207	
3.22988	-363.863	556.421	-21.7844	63.4795	0.117322	0.175192	0.00485781	3.22988	-2.98651	-2.88123	302.166	63.4795	0.0047027	0.00470003	0.0365147	
3.23487	-363.972	556.505	-21.6221	63.5773	0.153276	0.245961	0.00440472	3.23487	-2.02325	-1.97723	302.145	63.5773	0.00511385	0.00517634	0.0740314	
3.23986	-364.133	556.627	-21.3072	63.6751	0.119655	0.180387	0.0048165	3.23986	2.58295	2.66437	302.101	63.6751	0.00464017	0.00468066	0.0399678	
3.24485	-363.976	556.459	-21.4053	63.7729	0.15069	0.24131	0.0044359	3.24485	1.66217	1.81665	302	63.7729	0.00505044	0.00511949	0.0720219	
3.24984	-363.764	556.25	-21.6544	63.8707	0.122502	0.1859	0.00476779	3.24984	-2.9505	-2.83417	301.934	63.8707	0.00451151	0.00451308	0.0435624	
3.25484	-363.849	556.337	-21.4945	63.9685	0.147895	0.235871	0.00459507	3.25484	-2.06329	-2.02295	301.929	63.9685	0.00503529	0.00505361	0.0695456	
3.25983	-363.976	556.468	-21.1733	64.0663	0.125424	0.192169	0.00471735	3.25983	2.56171	2.64099	301.891	64.0663	0.00442316	0.00448405	0.047205	
3.26482	-363.806	556.313	-21.2493	64.1641	0.144787	0.229915	0.00456979	3.26482	1.711	1.8562	301.779	64.1641	0.00496059	0.00506593	0.0667557	
3.26981	-363.587	556.112	-21.4836	64.2619	0.128588	0.198455	0.00469844	3.26981	-2.9198	-2.81085	301.689	64.2619	0.00436566	0.00433747	0.0508629	
3.2748	-363.681	556.19	-21.3301	64.3598	0.141455	0.223658	0.00457196	3.2748	-2.11951	-2.07117	301.666	64.3598	0.00492768	0.00495255	0.0638698	
3.2798	-363.823	556.331	-21.0237	64.4576	0.13166	0.204841	0.00465195	3.2798	2.51013	2.58997	301.593	64.4576	0.00427137	0.00434497	0.0543738	
3.28479	-363.644	556.187	-21.1021	64.5554	0.13789	0.216865	0.00465054	3.28479	1.74933	1.89038	301.445	64.5554	0.00479689	0.00486912	0.0605683	
3.28978	-363.411	555.972	-21.3456	64.6532	0.134877	0.211229	0.00456342	3.28978	-2.89124	-2.78162	301.328	64.6532	0.00422832	0.00426959	0.0577302	
3.29477	-363.481	556.051	-21.1911	64.751	0.134314	0.20991	0.0045997	3.29477	-2.17035	-2.12756	301.276	64.751	0.00478627	0.00483878	0.0571059	
3.29976	-363.596	556.196	-20.873	64.8488	0.137987	0.217276	0.00456882	3.29976	2.47876	2.55133	301.202	64.8488	0.00418389	0.00415088	0.060911	
3.30476	-363.401	556.052	-20.9724	64.9466	0.130579	0.202762	0.00462267	3.30476	1.80249	1.94092	301.05	64.9466	0.00466494	0.00470087	0.0535156	
3.30975	-363.166	555.847	-21.2394	65.0444	0.140953	0.223094	0.00446901	3.30975	-2.84503	-2.73785	300.926	65.0444	0.00419533	0.00420172	0.0638873	
3.31474	-363.253	555.911	-21.1019	65.1422	0.126974	0.195657	0.00463957	3.31474	-2.20245	-2.16492	300.893	65.1422	0.00466903	0.00467841	0.0497685	
3.31973	-363.401	556.03	-20.7932	65.2401	0.143632	0.228436	0.00448291	3.31973	2.45044	2.5199	300.856	65.2401	0.00410065	0.00406671	0.0665879	
3.32473	-363.264	555.862	-20.8796	65.3379	0.123317	0.188713	0.00464972	3.32473	1.85565	2.00037	300.753	65.3379	0.00464404	0.00457054	0.0460888	
3.32972	-363.083	555.627	-21.1079	65.4357	0.146232	0.233312	0.00436528	3.32972	-2.79126	-2.68091	300.668	65.4357	0.00413199	0.0041444	0.0689457	
3.33471	-363.162	555.685	-20.9258	65.5335	0.119985	0.182064	0.00475589	3.33471	-2.23749	-2.20319	300.637	65.5335	0.00452073	0.00458695	0.0422679	
3.3397	-363.275	555.83	-20.5798	65.6313	0.148412	0.237591	0.00442757	3.3397	2.41608	2.47693	300.581	65.6313	0.00409015	0.00405841	0.0710115	
3.34469	-363.108	555.685	-20.617	65.7291	0.116861	0.175823	0.00469401	3.34469	1.89691	2.03424	300.455	65.7291	0.00443147	0.00441087	0.0385738	
3.34969	-362.894	555.451	-20.7986	65.8269	0.150289	0.241259	0.00440555	3.34969	-2.75891	-2.64404	300.362	65.8269	0.00399989	0.00410675	0.0727593	
3.35468	-362.984	555.506	-20.6046	65.9247	0.11415	0.170417	0.0046914	3.35468	-2.28577	-2.24548	300.322	65.9247	0.00428807	0.0044177	0.0351521	
3.35967	-363.14	555.626	-20.2932	66.0226	0.151765	0.244124	0.00435773	3.35967	2.36304	2.42993	300.23	66.0226	0.00399826	0.00397505	0.0741709	
3.36466	-363	555.474	-20.4044	66.1204	0.111858	0.165626	0.0047235	3.36466	1.93555	2.07886	300.079	66.1204	0.00426965	0.00426191	0.0320091	
3.36965	-362.785	555.245	-20.6774	66.2182	0.152862	0.246408	0.00431052	3.36965	-2.7193	-2.60242	299.948	66.2182	0.00405823	0.00406563	0.0752515	
3.37465	-362.862	555.287	-20.5363	66.316	0.110023	0.161948	0.00485647	3.37465	-2.33685	-2.29211	299.892	66.316	0.00422399	0.0042478	0.029609	
3.37964	-363.032	555.415	-20.2513	66.4138	0.153498	0.24772	0.00424181	3.37964	2.31915	2.38245	299.827	66.4138	0.00400176	0.00400529	0.0759485	
3.38463	-362.942	555.255	-20.3894	66.5116	0.108775	0.159454	0.00479763	3.38463	1.97168	2.11157	299.683	66.5116	0.00414217	0.00419415	0.0276363	
3.38962	-362.741	555.027	-20.6548	66.6094	0.153791	0.248377	0.00426554	3.38962	-2.69366	-2.56964	299.55	66.6094	0.00396048	0.00396317	0.0763149	
3.39461	-362.822	555.076	-20.5189	66.7072	0.108032	0.158066	0.00471619	3.39461	-2.39264	-2.34515	299.49	66.7072	0.00397035	0.00395641	0.0266316	
3.39961	-362.974	555.222	-20.2313	66.805	0.153747	0.248219	0.00435131	3.39961	2.26648	2.33203	299.387	66.805	0.00399634	0.00405536	0.0762934	
3.4046	-362.795	555.116	-20.3105	66.9029	0.107869	0.158126	0.0045797	3.4046	2.01105	2.1463	299.21	66.9029	0.00395843	0.00397982	0.0268797	
3.40959	-362.559	554.906	-20.5574	67.0007	0.153185	0.247302	0.00430083	3.40959	-2.63568	-2.52222	299.091	67.0007	0.0039946	0.00402398	0.0759288	
3.41458	-362.648	554.955	-20.4193	67.0985	0.108362	0.159293	0.00475562	3.41458	-2.42218	-2.38232	299.068	67.0985	0.00386678	0.00391226	0.0280406	
3.41957	-362.785	555.101	-20.1257	67.1963	0.152165	0.245525	0.00433189	3.41957	2.22119	2.28394	299.034	67.1963	0.0039607	0.00397678	0.075155	
3.42457	-362.621	554.989	-20.2236	67.2941	0.109515	0.161562	0.00462821	3.42457	2.06018	2.19537	298.927	67.2941	0.00384654	0.00381717	0.0299847	
3.42956	-362.411	554.789	-20.482	67.3919	0.150779	0.243046	0.00432244	3.42956	-2.58575	-2.46808	298.835	67.3919	0.00388242	0.0039433	0.0741036	
3.43455	-362.495	554.834	-20.3656	67.4897	0.111043	0.164881	0.00461021	3.43455	-2.46735	-2.41803	298.813	67.4897	0.00366224	0.0036675	0.0325539	
3.43954	-362.641	554.978	-20.0788	67.5875	0.149046	0.239673	0.00430126	3.43954	2.1731	2.24786	298.774	67.5875	0.00394074	0.00402257	0.0726703	
3.44454	-362.489	554.875	-20.1555	67.6853	0.113114	0.169301	0.00470486	3.44454	2.09802	2.23877	298.668	67.6853	0.00372589	0.00375834	0.0356333	
3.44953	-362.261	554.663	-20.4049	67.7832	0.147007	0.235797	0.00424707	3.44953	-2.53027	-2.41754	298.572	67.7832	0.00387644	0.00392085	0.0709401	
3.45452	-362.346	554.692	-20.295	67.881	0.11548	0.174261	0.00460852	3.45452	-2.49805	-2.44971	298.548	67.881	0.00350229	0.00353016	0.0389397	
3.45951	-362.514	554.826	-20.0131	67.9788	0.144511	0.231222	0.0043577	3.45951	2.13025	2.19269	298.515	67.9788	0.00388821	0.0038928	0.0688521	
3.4645	-362.356	554.735	-20.0866	68.0766	0.118198	0.179886	0.00458837	3.4645	2.13324	2.26373	298.39	68.0766	0.00353297	0.0035476	0.0425526	
3.4695	-362.108	554.538	-20.3211	68.1744	0.141797	0.225976	0.00434085	3.4695	-2.49725	-2.37433	298.275	68.1744	0.00388686	0.00390292	0.066489	
3.47449	-362.161	554.579	-20.1895	68.2722	0.121224	0.185775	0.00454565	3.47449	-2.54315	-2.48871	298.235	68.2722	0.00348628	0.00345606	0.0460491	
3.47948	-362.314	554.733	-19.9116	68.37	0.138773	0.220287	0.00441116	3.47948	2.07599	2.14484	298.184	68.37	0.00381417	0.00394798	0.0638413	
3.48447	-362.175	554.64	-20.0126	68.4678	0.124221	0.192025	0.00445917	3.48447	2.16718	2.30823	298.072	68.4678	0.00339516	0.00343266	0.049479	
3.48946	-361.932	554.438	-20.2596	68.5656	0.135557	0.214229	0.00439964	3.48946	-2.4447	-2.31897	297.979	68.5656	0.00377457	0.00380464	0.0609338	
3.49446	-361.981	554.478	-20.1439	68.6635	0.127363	0.1982	0.00448731	3.49446	-2.57782	-2.52936	297.977	68.6635	0.00339684	0.00340205	0.0529032	
3.49945	-362.12	554.632	-19.8625	68.7613	0.132163	0.207729	0.00444653	3.49945	2.02173	2.08405	297.946	68.7613	0.00388101	0.00392689	0.0577824	
3.50444	-361.97	554.548	-19.9299	68.8591	0.130427	0.204339	0.00441779	3.50444	2.20227	2.33887	297.8	68.8591	0.00339176	0.00336584	0.0561593	
3.50943	-361.748	554.329	-20.1674	68.9569	0.128716	0.201007	0.00447901	3.50943	-2.39355	-2.27313	297.657	68.9569	0.00377381	0.00382973	0.0544704	
3.51442	-361.822	554.34	-20.0605	69.0547	0.133442	0.210231	0.00430812	3.51442	-2.625	-2.58154	297.596	69.0547	0.00334055	0.00336702	0.0591542	
3.51942	-361.997	554.485	-19.8099	69.1525	0.125206	0.194083	0.00454483	3.51942	1.95929	2.01831	297.532	69.1525	0.00373439	0.00376839	0.0509891	
3.52441	-361.866	554.392	-19.8901	69.2503	0.136196	0.215881	0.00433846	3.52441	2.22943	2.36371	297.403	69.2503	0.0033049	0.00336508	0.0619562	
3.5294	-361.621	554.157	-20.1035	69.3481	0.121777	0.187318	0.00454589	3.5294	-2.33691	-2.21558	297.296	69.3481	0.00364952	0.00368011	0.0474131	
3.53439	-361.677	554.15	-19.9824	69.4459	0.138899	0.221045	0.00423348	3.53439	-2.64172	-2.59345	297.28	69.4459	0.0032601	0.00329731	0.0644692	
3.53938	-361.841	554.283	-19.6972	69.5438	0.118337	0.180762	0.00457136	3.53938	1.92053	1.98138	297.241	69.5438	0.00361287	0.00361516	0.0437657	
3.54438	-361.723	554.193	-19.7365	69.6416	0.141321	0.225643	0.00426899	3.54438	2.27631	2.41309	297.118	69.6416	0.00323666	0.00327161	0.0667803	
3.54937	-361.483	553.962	-19.9564	69.7394	0.115237	0.174408	0.00456484	3.54937	-2.28479	-2.15741	297.004	69.7394	0.00355732	0.00358547	0.0401241	
3.55436	-361.501	553.97	-19.853	69.8372	0.143366	0.229748	0.00423597	3.55436	-2.69598	-2.64075	296.948	69.8372	0.00322366	0.0032726	0.0688197	
3.55935	-361.615	554.129	-19.5822	69.935	0.112224	0.168636	0.00453812	3.55935	1.85504	1.91199	296.895	69.935	0.0035826	0.00360695	0.0366692	
3.56435	-361.47	554.045	-19.647	70.0328	0.145193	0.233224	0.00416278	3.56435	2.30597	2.43115	296.761	70.0328	0.00318961	0.00323853	0.0703979	
3.56934	-361.23	553.804	-19.8874	70.1306	0.109745	0.163522	0.00462112	3.56934	-2.24146	-2.11377	296.636	70.1306	0.0034644	0.00350051	0.033363	
3.57433	-361.245	553.792	-19.8064	70.2284	0.146557	0.236023	0.00414602	3.57433	-2.73138	-2.67371	296.611	70.2284	0.00323973	0.00325402	0.0717952	
3.57932	-361.387	553.931	-19.5252	70.3262	0.107518	0.159161	0.00460345	3.57932	1.8006	1.86041	296.561	70.3262	0.00342591	0.00342395	0.0304638	
3.58431	-361.274	553.841	-19.5381	70.4241	0.147633	0.23802	0.00413654	3.58431	2.33832	2.46582	296.441	70.4241	0.00314	0.003159	0.0726877	
3.58931	-361.032	553.593	-19.7414	70.5219	0.105819	0.155876	0.00459208	3.58931	-2.17108	-2.0564	296.334	70.5219	0.00338278	0.00337821	0.0281118	
3.5943	-361.051	553.564	-19.653	70.6197	0.148281	0.23934	0.00419688	3.5943	-2.76105	-2.71344	296.288	70.6197	0.00324285	0.00322567	0.0733463	
3.59929	-361.192	553.699	-19.3644	70.7175	0.10479	0.153587	0.00461226	3.59929	1.73218	1.79614	296.237	70.7175	0.0032795	0.00334906	0.0264872	
3.60428	-361.085	553.629	-19.359	70.8153	0.148539	0.239851	0.00405293	3.60428	2.36829	2.50568	296.12	70.8153	0.00317472	0.00323601	0.0736658	
3.60927	-360.842	553.391	-19.5684	70.9131	0.104253	0.152514	0.00461472	3.60927	-2.117	-1.98499	296.013	70.9131	0.00324868	0.00326398	0.0258052	
3.61427	-360.826	553.36	-19.4902	71.0109	0.148321	0.239642	0.00405905	3.61427	-2.78558	-2.73059	295.988	71.0109	0.0031504	0.00316451	0.0736617	
3.61926	-360.962	553.501	-19.1842	71.1087	0.104311	0.152719	0.00456757	3.61926	1.69446	1.75415	295.966	71.1087	0.0032228	0.00325341	0.0260924	
3.62425	-360.897	553.42	-19.168	71.2065	0.147809	0.238592	0.0041671	3.62425	2.41113	2.5484	295.867	71.2065	0.00322132	0.0032692	0.0732355	
3.62924	-360.676	553.175	-19.3664	71.3044	0.104831	0.154122	0.00454373	3.62924	-2.05127	-1.92273	295.771	71.3044	0.00321867	0.00324626	0.0273232	
3.63423	-360.649	553.157	-19.2794	71.4022	0.146887	0.236814	0.00414973	3.63423	-2.81207	-2.76355	295.768	71.4022	0.00326545	0.00330375	0.0724994	
3.63923	-360.795	553.299	-18.9714	71.5	0.105975	0.156613	0.00453389	3.63923	1.64374	1.69849	295.755	71.5	0.00305695	0.00304115	0.0293314	
3.64422	-360.759	553.21	-18.9408	71.5978	0.145532	0.234351	0.00420409	3.64422	2.44971	2.58923	295.649	71.5978	0.00319844	0.00318933	0.0714157	
3.64921	-360.546	552.95	-19.1611	71.6956	0.107621	0.160024	0.00447067	3.64921	-2.00104	-1.86829	295.554	71.6956	0.00306624	0.00308308	0.031953	
3.6542	-360.504	552.92	-19.1221	71.7934	0.143829	0.231151	0.00425368	3.6542	-2.85394	-2.80121	295.543	71.7934	0.00322575	0.00323711	0.069976	
3.65919	-360.664	553.045	-18.846	71.8912	0.109695	0.164416	0.0044416	3.65919	1.57684	1.63165	295.502	71.8912	0.00298715	0.00304508	0.0350001	
3.66419	-360.652	552.941	-18.8297	71.989	0.141757	0.227292	0.00421584	3.66419	2.47723	2.60614	295.382	71.989	0.0031839	0.00320117	0.0682071	
3.66918	-360.411	552.7	-19.0264	72.0868	0.112113	0.169324	0.0044853	3.66918	-1.94037	-1.80817	295.279	72.0868	0.0029755	0.00297678	0.0382653	
3.67417	-360.327	552.678	-18.9838	72.1847	0.139372	0.222753	0.00423852	3.67417	-2.89368	-2.8407	295.251	72.1847	0.00322977	0.00319015	0.0661774	
3.67916	-360.46	552.808	-18.726	72.2825	0.114808	0.174896	0.00442173	3.67916	1.513	1.56354	295.205	72.2825	0.00280644	0.0029016	0.041682	
