Scan started at 10:05:42 07/10/2014
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
17.2726	-343.661	538.117	4.96472					17.2726	-3.19031	-3.1297	179.323	
17.2776	-343.938	538.32	5.28168					17.2776	0.848816	0.900635	179.277	
17.2826	-344.112	538.464	5.47626					17.2826	2.85303	2.98029	179.159	
17.2876	-343.911	538.426	5.15588					17.2876	-1.19531	-1.05322	179.044	
17.2926	-343.815	538.452	4.96631					17.2926	-3.25928	-3.19458	179.013	
17.2976	-344.098	538.661	5.30438					17.2976	0.759155	0.80719	178.988	
17.3025	-344.287	538.792	5.51764					17.3025	2.8764	3.00244	178.887	
17.3075	-344.077	538.724	5.20313					17.3075	-1.11829	-0.978577	178.764	
17.3125	-343.95	538.726	4.99323					17.3125	-3.28241	-3.21692	178.686	
17.3175	-344.229	538.905	5.30994					17.3175	0.679321	0.729248	178.601	
17.3225	-344.425	539.004	5.53503					17.3225	2.87146	2.99298	178.465	
17.3275	-344.213	538.934	5.21069					17.3275	-1.07776	-0.938721	178.333	
17.3325	-344.074	538.949	4.98865					17.3325	-3.30481	-3.23987	178.264	
17.3375	-344.337	539.133	5.32257					17.3375	0.629395	0.679016	178.213	
17.3425	-344.505	539.243	5.54553					17.3425	2.8938	3.02185	178.105	
17.3475	-344.259	539.187	5.20508					17.3475	-1.02118	-0.876404	177.984	
17.3525	-344.107	539.205	4.97626					17.3525	-3.31366	-3.25085	177.932	
17.3575	-344.379	539.39	5.33246					17.3575	0.580811	0.633423	177.897	
17.3625	-344.567	539.516	5.57428					17.3625	2.9187	3.04205	177.795	
17.3674	-344.344	539.465	5.25043					17.3674	-0.955078	-0.822083	177.671	
17.3724	-344.215	539.48	5.03156					17.3724	-3.34198	-3.27283	177.613	
17.3774	-344.504	539.68	5.36914					17.3774	0.520264	0.560974	177.568	
17.3824	-344.711	539.812	5.61896					17.3824	2.94629	3.04907	177.463	
17.3874	-344.491	539.757	5.28253					17.3874	-0.895874	-0.767944	177.338	
17.3924	-344.363	539.763	5.04309					17.3924	-3.35767	-3.28845	177.272	
17.3974	-344.671	539.966	5.38763					17.3974	0.45636	0.512268	177.224	
17.4024	-344.896	540.12	5.62598					17.4024	2.94336	3.06268	177.122	
17.4074	-344.693	540.067	5.27167					17.4074	-0.847168	-0.710449	177.014	
17.4124	-344.574	540.066	5.01331					17.4124	-3.36279	-3.29236	176.966	
17.4174	-344.891	540.274	5.35242					17.4174	0.404175	0.452148	176.928	
17.4224	-345.108	540.428	5.61102					17.4224	2.96039	3.07251	176.83	
17.4274	-344.881	540.379	5.28296					17.4274	-0.779053	-0.647583	176.717	
17.4323	-344.765	540.381	5.02551					17.4323	-3.37048	-3.30139	176.671	
17.4373	-345.081	540.578	5.36914					17.4373	0.345764	0.400452	176.646	
17.4423	-345.32	540.712	5.63971					17.4423	2.96735	3.08783	176.558	
17.4473	-345.14	540.642	5.30945					17.4473	-0.726624	-0.588318	176.463	
17.4523	-345.031	540.618	5.05914					17.4523	-3.38409	-3.30664	176.422	
17.4573	-345.365	540.795	5.3974					17.4573	0.281372	0.338501	176.383	
17.4623	-345.626	540.916	5.64807					17.4623	2.96246	3.08087	176.274	
17.4673	-345.429	540.822	5.31964					17.4673	-0.685669	-0.55249	176.143	
17.4723	-345.304	540.801	5.07245					17.4723	-3.40662	-3.34039	176.054	
17.4773	-345.623	540.992	5.42786					17.4773	0.209656	0.26178	175.962	
17.4823	-345.846	541.124	5.71393					17.4823	2.95551	3.07507	175.815	
17.4873	-345.613	541.046	5.38763					17.4873	-0.639771	-0.498474	175.664	
17.4922	-345.473	541.033	5.14142					17.4922	-3.40985	-3.33929	175.584	
17.4972	-345.794	541.24	5.49188					17.4972	0.162292	0.20459	175.537	
17.5022	-346.036	541.35	5.75482					17.5022	2.9726	3.08752	175.443	
17.5072	-345.829	541.226	5.40546					17.5072	-0.564392	-0.418579	175.317	
17.5122	-345.709	541.183	5.13245					17.5122	-3.37927	-3.30603	175.24	
17.5172	-346.041	541.379	5.44702					17.5172	0.151917	0.196533	175.177	
17.5222	-346.282	541.501	5.68268					17.5222	3.01544	3.12482	175.048	
17.5272	-346.075	541.41	5.32538					17.5272	-0.472168	-0.340698	174.89	
17.5322	-345.965	541.389	5.03052					17.5322	-3.36182	-3.29248	174.785	
17.5372	-346.312	541.562	5.33221					17.5372	0.106873	0.147522	174.73	
17.5422	-346.572	541.659	5.5553					17.5422	3.02332	3.12732	174.642	
17.5472	-346.368	541.563	5.19476					17.5472	-0.411865	-0.279663	174.529	
17.5522	-346.255	541.537	4.92053					17.5522	-3.34741	-3.27814	174.472	
17.5571	-346.607	541.706	5.24219					17.5571	0.0631104	0.106201	174.453	
17.5621	-346.856	541.819	5.50702					17.5621	3.02533	3.133	174.38	
17.5671	-346.644	541.734	5.18384					17.5671	-0.37439	-0.234131	174.268	
17.5721	-346.527	541.695	4.9184					17.5721	-3.38446	-3.30786	174.217	
17.5771	-346.86	541.869	5.24359					17.5771	-0.0394898	0.00933838	174.207	
17.5821	-347.082	542	5.50934					17.5821	2.98834	3.10144	174.137	
17.5871	-346.847	541.917	5.18469					17.5871	-0.328308	-0.190247	174.001	
17.5921	-346.716	541.868	4.90631					17.5921	-3.39026	-3.3172	173.904	
17.5971	-347.06	542.032	5.1969					17.5971	-0.108582	-0.0626831	173.861	
17.6021	-347.312	542.158	5.42566					17.6021	2.97595	3.08502	173.776	
17.6071	-347.099	542.052	5.09198					17.6071	-0.276245	-0.136841	173.659	
17.6121	-346.972	541.995	4.82294					17.6121	-3.37952	-3.30048	173.577	
17.617	-347.29	542.173	5.12323					17.617	-0.165222	-0.113098	173.504	
17.622	-347.513	542.304	5.38129					17.622	2.95728	3.07269	173.387	
17.627	-347.261	542.218	5.09198					17.627	-0.222229	-0.0825806	173.264	
17.632	-347.101	542.182	4.85779					17.632	-3.37024	-3.29242	173.185	
17.637	-347.398	542.367	5.16864					17.637	-0.214722	-0.168396	173.138	
17.642	-347.603	542.502	5.41669					17.642	2.95349	3.06189	173.042	
17.647	-347.355	542.41	5.11005					17.647	-0.176941	-0.0317993	172.899	
17.652	-347.214	542.362	4.85925					17.652	-3.36499	-3.28467	172.815	
17.657	-347.549	542.527	5.15424					17.657	-0.264404	-0.217224	172.769	
17.662	-347.776	542.643	5.40003					17.662	2.95453	3.06293	172.675	
17.667	-347.555	542.533	5.10101					17.667	-0.111145	0.0299072	172.551	
17.672	-347.442	542.465	4.83582					17.672	-3.35724	-3.27911	172.48	
17.677	-347.766	542.628	5.12787					17.677	-0.323242	-0.284119	172.431	
17.6819	-347.98	542.763	5.39191					17.6819	2.94659	3.04706	172.313	
17.6869	-347.75	542.677	5.0976					17.6869	-0.0582275	0.076416	172.174	
17.6919	-347.627	542.617	4.83435					17.6919	-3.35089	-3.27319	172.105	
17.6969	-347.944	542.779	5.10901					17.6969	-0.373657	-0.330017	172.074	
17.7019	-348.164	542.914	5.35083					17.7019	2.94141	3.047	171.99	
17.7069	-347.941	542.814	5.05566					17.7069	0.00183105	0.148254	171.88	
17.7119	-347.812	542.742	4.77502					17.7119	-3.33112	-3.25403	171.836	
17.7169	-348.129	542.911	5.02765					17.7169	-0.428894	-0.393616	171.813	
17.7219	-348.337	543.057	5.27448					17.7219	2.93549	3.03235	171.729	
17.7269	-348.084	542.983	5.0116					17.7269	0.0614624	0.201233	171.62	
17.7319	-347.917	542.942	4.76904					17.7319	-3.33423	-3.24664	171.56	
17.7369	-348.182	543.122	5.06018					17.7369	-0.493164	-0.445679	171.524	
17.7419	-348.37	543.268	5.3631					17.7419	2.91998	3.02393	171.432	
17.7468	-348.141	543.175	5.1308					17.7468	0.112915	0.26001	171.311	
17.7518	-347.993	543.104	4.87836					17.7518	-3.3277	-3.24329	171.242	
17.7568	-348.273	543.262	5.12665					17.7568	-0.56189	-0.521851	171.212	
17.7618	-348.477	543.4	5.39136					17.7618	2.90521	3.00836	171.132	
17.7668	-348.238	543.328	5.15491					17.7668	0.162903	0.308289	171.013	
17.7718	-348.065	543.262	4.90088					17.7718	-3.33405	-3.24738	170.946	
17.7768	-348.326	543.422	5.17682					17.7768	-0.619873	-0.577698	170.918	
17.7818	-348.521	543.578	5.47589					17.7818	2.89307	2.99597	170.842	
17.7868	-348.275	543.498	5.25696					17.7868	0.210999	0.362122	170.723	
17.7918	-348.097	543.431	5.01282					17.7918	-3.32599	-3.23395	170.657	
17.7968	-348.348	543.618	5.27057					17.7968	-0.667969	-0.622742	170.627	
17.8018	-348.525	543.77	5.5462					17.8018	2.91888	3.01489	170.546	
17.8067	-348.274	543.675	5.29999					17.8067	0.316406	0.457398	170.425	
17.8117	-348.085	543.641	5.01746					17.8117	-3.27026	-3.18207	170.341	
17.8167	-348.322	543.813	5.25067					17.8167	-0.690125	-0.648193	170.279	
17.8217	-348.495	543.961	5.52185					17.8217	2.92328	3.01599	170.164	
17.8267	-348.252	543.918	5.27875					17.8267	0.383606	0.513306	170.033	
17.8317	-348.095	543.841	4.97412					17.8317	-3.25311	-3.17108	169.949	
17.8367	-348.371	543.959	5.17212					17.8367	-0.745911	-0.700012	169.891	
17.8417	-348.581	544.112	5.44501					17.8417	2.91632	3.01257	169.791	
17.8467	-348.358	544.049	5.21387					17.8467	0.444275	0.58136	169.66	
17.8517	-348.181	543.987	4.90228					17.8517	-3.2442	-3.16284	169.586	
17.8567	-348.423	544.149	5.09912					17.8567	-0.814148	-0.77533	169.565	
17.8617	-348.611	544.288	5.38892					17.8617	2.87976	2.97534	169.491	
17.8667	-348.383	544.223	5.19226					17.8667	0.459961	0.595154	169.369	
17.8716	-348.201	544.173	4.91657					17.8716	-3.28082	-3.19043	169.3	
17.8766	-348.424	544.327	5.12878					17.8766	-0.903626	-0.85376	169.256	
17.8816	-348.613	544.485	5.43378					17.8816	2.85742	2.95099	169.147	
17.8866	-348.399	544.425	5.25214					17.8866	0.510193	0.656189	169.015	
17.8916	-348.223	544.348	4.96466					17.8916	-3.26605	-3.17346	168.956	
17.8966	-348.451	544.493	5.1557					17.8966	-0.94812	-0.907227	168.948	
17.9016	-348.649	544.649	5.4519					17.9016	2.86169	2.95978	168.893	
17.9066	-348.441	544.586	5.27063					17.9066	0.583984	0.725464	168.788	
17.9116	-348.25	544.512	4.96912					17.9116	-3.25806	-3.16528	168.724	
17.9166	-348.474	544.649	5.15369					17.9166	-1.01172	-0.969238	168.706	
17.9216	-348.686	544.781	5.46924					17.9216	2.84479	2.935	168.628	
17.9266	-348.496	544.705	5.30347					17.9266	0.623535	0.768005	168.493	
17.9316	-348.319	544.637	5.00024					17.9316	-3.25543	-3.16876	168.407	
17.9365	-348.528	544.77	5.17719					17.9365	-1.07495	-1.039	168.372	
17.9415	-348.729	544.904	5.48529					17.9415	2.8407	2.92804	168.305	
17.9465	-348.56	544.836	5.30682					17.9465	0.699829	0.835632	168.196	
17.9515	-348.384	544.761	4.99793					17.9515	-3.24371	-3.15179	168.122	
17.9565	-348.582	544.893	5.16199					17.9565	-1.14148	-1.1015	168.081	
17.9615	-348.796	545.025	5.46875					17.9615	2.81793	2.90881	167.989	
17.9665	-348.615	544.968	5.30133					17.9665	0.747009	0.894898	167.868	
17.9715	-348.409	544.921	4.96411					17.9715	-3.23694	-3.14282	167.801	
17.9765	-348.577	545.063	5.08301					17.9765	-1.20337	-1.15753	167.767	
17.9815	-348.766	545.212	5.38196					17.9815	2.80267	2.90302	167.688	
17.9865	-348.598	545.164	5.24884					17.9865	0.814636	0.959473	167.59	
17.9915	-348.438	545.078	4.97778					17.9915	-3.2207	-3.12701	167.548	
17.9964	-348.662	545.185	5.16937					17.9964	-1.26855	-1.22144	167.528	
18.0014	-348.891	545.318	5.52039					18.0014	2.79791	2.88989	167.45	
18.0064	-348.734	545.257	5.39002					18.0064	0.876282	1.01587	167.334	
18.0114	-348.546	545.195	5.07196					18.0114	-3.21613	-3.12665	167.26	
18.0164	-348.739	545.323	5.21228					18.0164	-1.33484	-1.29419	167.21	
18.0214	-348.967	545.45	5.52899					18.0214	2.77936	2.87219	167.098	
18.0264	-348.82	545.38	5.39282					18.0264	0.928345	1.07343	166.954	
18.0314	-348.646	545.313	5.07227					18.0314	-3.21802	-3.12006	166.863	
18.0364	-348.831	545.435	5.21515					18.0364	-1.41028	-1.36835	166.794	
18.0414	-349.049	545.558	5.55829					18.0414	2.7536	2.84235	166.673	
18.0464	-348.91	545.501	5.4303					18.0464	0.979736	1.11584	166.514	
18.0514	-348.746	545.412	5.10266					18.0514	-3.21063	-3.12268	166.426	
18.0564	-348.949	545.513	5.2453					18.0564	-1.47961	-1.43951	166.385	
18.0613	-349.176	545.659	5.59015					18.0613	2.73541	2.82129	166.286	
18.0663	-349.05	545.58	5.48401					18.0663	1.04077	1.18915	166.157	
18.0713	-348.898	545.478	5.18842					18.0713	-3.20032	-3.0976	166.089	
18.0763	-349.106	545.602	5.34766					18.0763	-1.54169	-1.49902	166.053	
18.0813	-349.346	545.702	5.67969					18.0813	2.72113	2.80829	165.964	
18.0863	-349.233	545.601	5.52979					18.0863	1.1236	1.26587	165.831	
18.0913	-349.074	545.53	5.16791					18.0913	-3.13599	-3.0354	165.755	
18.0963	-349.256	545.677	5.26782					18.0963	-1.55481	-1.51251	165.741	
18.1013	-349.479	545.808	5.56213					18.1013	2.76239	2.85028	165.668	
18.1063	-349.358	545.716	5.39502					18.1063	1.22864	1.37567	165.533	
18.1113	-349.19	545.644	5.02551					18.1113	-3.11725	-3.02026	165.428	
18.1163	-349.373	545.77	5.12286					18.1163	-1.62964	-1.58777	165.344	
18.1212	-349.601	545.9	5.42639					18.1212	2.73358	2.82037	165.216	
18.1262	-349.488	545.843	5.2605					18.1262	1.28644	1.42206	165.073	
18.1312	-349.329	545.765	4.90094					18.1312	-3.09198	-2.99994	164.983	
18.1362	-349.502	545.873	5.021					18.1362	-1.6839	-1.64459	164.941	
18.1412	-349.726	545.998	5.36194					18.1412	2.70282	2.78583	164.858	
18.1462	-349.6	545.942	5.23956					18.1462	1.30688	1.44965	164.721	
18.1512	-349.416	545.873	4.90216					18.1512	-3.12799	-3.01996	164.618	
18.1562	-349.569	545.988	5.04883					18.1562	-1.78217	-1.7373	164.545	
18.1612	-349.798	546.116	5.40582					18.1612	2.66254	2.74091	164.422	
18.1662	-349.74	546.027	5.25732					18.1662	1.36029	1.50183	164.265	
18.1712	-349.623	545.904	4.88562					18.1712	-3.10962	-3.00378	164.143	
18.1762	-349.809	545.989	4.99524					18.1762	-1.84216	-1.79852	164.084	
18.1812	-350.056	546.104	5.32867					18.1812	2.6532	2.72748	164.005	
18.1861	-349.96	546.039	5.20148					18.1861	1.42236	1.55872	163.874	
18.1911	-349.793	545.954	4.84808					18.1911	-3.07599	-2.96887	163.803	
18.1961	-349.964	546.042	4.9613					18.1961	-1.88672	-1.84442	163.794	
18.2011	-350.214	546.148	5.29742					18.2011	2.62354	2.69916	163.739	
18.2061	-350.165	546.069	5.13654					18.2061	1.48242	1.62268	163.627	
18.2111	-350.028	545.972	4.76117					18.2111	-3.04163	-2.9389	163.548	
18.2161	-350.166	546.067	4.89716					18.2161	-1.93726	-1.89801	163.516	
18.2211	-350.363	546.198	5.26947					18.2211	2.604	2.67835	163.447	
18.2261	-350.231	546.164	5.16748					18.2261	1.53699	1.67493	163.334	
18.2311	-350.02	546.102	4.83447					18.2311	-3.01013	-2.89807	163.271	
18.2361	-350.126	546.222	4.97156					18.2361	-1.97717	-1.93561	163.268	
18.2411	-350.311	546.37	5.33014					18.2411	2.58081	2.64722	163.234	
18.2461	-350.155	546.337	5.22345					18.2461	1.5896	1.72974	163.135	
18.251	-349.911	546.292	4.89038					18.251	-2.98377	-2.87109	163.045	
18.256	-350.041	546.411	5.00452					18.256	-2.03876	-1.98608	163.009	
18.261	-350.281	546.527	5.33679					18.261	2.54303	2.61847	162.945	
18.266	-350.183	546.465	5.20441					18.266	1.6272	1.76245	162.786	
18.271	-349.992	546.387	4.85046					18.271	-2.96936	-2.86072	162.642	
18.276	-350.118	546.487	4.97009					18.276	-2.09808	-2.06128	162.572	
18.281	-350.314	546.632	5.32587					18.281	2.49402	2.56122	162.48	
18.286	-350.163	546.621	5.20966					18.286	1.67224	1.80701	162.333	
18.291	-349.919	546.565	4.86853					18.291	-2.92157	-2.81952	162.236	
18.296	-350.01	546.677	4.99945					18.296	-2.13757	-2.09961	162.207	
18.301	-350.209	546.814	5.34485					18.301	2.46906	2.54468	162.142	
18.306	-350.106	546.767	5.22199					18.306	1.72376	1.867	162.015	
18.3109	-349.921	546.684	4.88019					18.3109	-2.89313	-2.78296	161.906	
18.3159	-350.036	546.784	5.01617					18.3159	-2.19342	-2.14648	161.847	
18.3209	-350.217	546.933	5.37769					18.3209	2.42145	2.49927	161.743	
18.3259	-350.097	546.899	5.26111					18.3259	1.75403	1.88989	161.555	
18.3309	-349.902	546.823	4.92767					18.3309	-2.87311	-2.76672	161.391	
18.3359	-350.002	546.928	5.07825					18.3359	-2.25507	-2.20978	161.321	
18.3409	-350.17	547.081	5.46008					18.3409	2.37372	2.44141	161.249	
18.3459	-350.04	547.055	5.3689					18.3459	1.80554	1.93933	161.115	
18.3509	-349.844	546.973	5.04364					18.3509	-2.81854	-2.70825	161.005	
18.3559	-349.977	547.029	5.18256					18.3559	-2.2832	-2.242	160.962	
18.3609	-350.189	547.158	5.54877					18.3609	2.33704	2.40625	160.905	
18.3659	-350.069	547.157	5.44684					18.3659	1.84552	1.98419	160.79	
18.3709	-349.858	547.087	5.12787					18.3709	-2.76996	-2.6582	160.69	
18.3758	-349.983	547.155	5.25958					18.3758	-2.30115	-2.25464	160.658	
18.3808	-350.193	547.278	5.52008					18.3808	2.33014	2.40088	160.607	
18.3858	-350.07	547.254	5.32336					18.3858	1.91016	2.04346	160.473	
18.3908	-349.878	547.174	4.97662					18.3908	-2.7193	-2.61072	160.334	
18.3958	-349.998	547.258	5.11011					18.3958	-2.36292	-2.31757	160.28	
18.4008	-350.209	547.389	5.47485					18.4008	2.26373	2.33319	160.217	
18.4058	-350.106	547.351	5.36725					18.4058	1.9505	2.09039	160.082	
18.4108	-349.901	547.272	5.02911					18.4108	-2.6665	-2.5459	159.994	
18.4158	-350.017	547.353	5.15497					18.4158	-2.37842	-2.33099	159.996	
18.4208	-350.242	547.468	5.49249					18.4208	2.24048	2.31116	159.993	
18.4258	-350.15	547.427	5.3678					18.4258	2.01032	2.15106	159.933	
18.4308	-349.951	547.337	5.05512					18.4308	-2.5954	-2.47662	159.903	
18.4358	-350.061	547.403	5.19385					18.4358	-2.40155	-2.35553	159.951	
18.4407	-350.264	547.525	5.52948					18.4407	2.21057	2.2677	159.971	
18.4457	-350.155	547.489	5.40125					18.4457	2.06342	2.19794	159.921	
18.4507	-349.953	547.4	5.05255					18.4507	-2.53845	-2.41388	159.902	
18.4557	-350.055	547.458	5.17352					18.4557	-2.43597	-2.38251	159.952	
18.4607	-350.265	547.566	5.50763					18.4607	2.15796	2.22961	159.98	
18.4657	-350.171	547.514	5.37531					18.4657	2.10938	2.24194	159.94	
18.4707	-349.965	547.401	5.04358					18.4707	-2.48529	-2.37323	159.925	
18.4757	-350.075	547.445	5.18372					18.4757	-2.47913	-2.42975	159.971	
18.4807	-350.287	547.553	5.52509					18.4807	2.1131	2.17743	159.991	
18.4857	-350.183	547.509	5.39307					18.4857	2.1402	2.27142	159.95	
18.4907	-349.97	547.404	5.0528					18.4907	-2.44373	-2.33008	159.92	
18.4957	-350.063	547.448	5.17914					18.4957	-2.51434	-2.46588	159.956	
18.5006	-350.271	547.555	5.51538					18.5006	2.05505	2.12885	159.978	
18.5056	-350.174	547.515	5.39533					18.5056	2.16388	2.30939	159.938	
18.5106	-349.967	547.403	5.06525					18.5106	-2.39526	-2.27716	159.917	
18.5156	-350.067	547.439	5.18573					18.5156	-2.55048	-2.50629	159.96	
18.5206	-350.271	547.546	5.50568					18.5206	2.00586	2.07056	159.99	
18.5256	-350.174	547.516	5.38153					18.5256	2.21619	2.3504	159.947	
18.5306	-349.974	547.411	5.06421					18.5306	-2.33862	-2.22022	159.913	
18.5356	-350.07	547.441	5.17865					18.5356	-2.59399	-2.5462	159.959	
18.5406	-350.269	547.548	5.49133					18.5406	1.94611	2.00494	159.99	
18.5456	-350.176	547.512	5.38135					18.5456	2.24127	2.37048	159.941	
18.5506	-349.978	547.402	5.07459					18.5506	-2.28668	-2.16016	159.914	
18.5556	-350.064	547.439	5.18134					18.5556	-2.62091	-2.56628	159.963	
18.5606	-350.261	547.548	5.49359					18.5606	1.90131	1.96252	159.99	
18.5655	-350.178	547.517	5.39655					18.5655	2.28174	2.41486	159.949	
18.5705	-349.972	547.411	5.08337					18.5705	-2.23151	-2.1073	159.926	
18.5755	-350.044	547.437	5.17297					18.5755	-2.65637	-2.60437	159.963	
18.5805	-350.255	547.538	5.47821					18.5805	1.84161	1.90234	159.985	
18.5855	-350.192	547.518	5.39978					18.5855	2.31476	2.4469	159.951	
18.5905	-349.988	547.411	5.09876					18.5905	-2.1662	-2.05078	159.924	
18.5955	-350.047	547.422	5.17291					18.5955	-2.68018	-2.64221	159.961	
18.6005	-350.249	547.531	5.47119					18.6005	1.78674	1.84363	159.992	
18.6055	-350.202	547.516	5.40228					18.6055	2.34052	2.4809	159.95	
18.6105	-350.003	547.41	5.10437					18.6105	-2.12183	-1.99445	159.92	
18.6155	-350.043	547.439	5.15509					18.6155	-2.72827	-2.67932	159.969	
18.6205	-350.241	547.549	5.45532					18.6205	1.72986	1.78479	159.996	
18.6255	-350.201	547.524	5.41803					18.6255	2.3775	2.51129	159.945	
18.6304	-349.999	547.417	5.12341					18.6304	-2.0661	-1.93835	159.916	
18.6354	-350.022	547.423	5.1485					18.6354	-2.75659	-2.711	159.953	
18.6404	-350.224	547.535	5.4361					18.6404	1.66681	1.72607	159.983	
18.6454	-350.211	547.54	5.42169					18.6454	2.4071	2.54041	159.949	
18.6504	-350	547.424	5.13434					18.6504	-2.00214	-1.88495	159.927	
18.6554	-350.012	547.415	5.13934					18.6554	-2.78558	-2.7348	159.969	
18.6604	-350.23	547.522	5.43158					18.6604	1.6109	1.67242	159.99	
18.6654	-350.226	547.531	5.43634					18.6654	2.44055	2.57581	159.944	
18.6704	-350.017	547.423	5.14703					18.6704	-1.94879	-1.82239	159.915	
18.6754	-350.024	547.417	5.13153					18.6754	-2.83002	-2.776	159.958	
18.6804	-350.229	547.529	5.4198					18.6804	1.55365	1.6181	159.991	
18.6854	-350.222	547.532	5.43518					18.6854	2.47504	2.60846	159.949	
18.6903	-350.006	547.42	5.14887					18.6903	-1.89789	-1.76483	159.916	
18.6953	-349.997	547.415	5.12531					18.6953	-2.86243	-2.802	159.963	
18.7003	-350.213	547.525	5.40363					18.7003	1.49487	1.55164	159.996	
18.7053	-350.239	547.533	5.44812					18.7053	2.51166	2.64435	159.948	
18.7103	-350.028	547.416	5.16754					18.7103	-1.83112	-1.7005	159.919	
18.7153	-349.993	547.413	5.12116					18.7153	-2.88953	-2.83655	159.962	
18.7203	-350.21	547.533	5.41229					18.7203	1.44006	1.49414	159.991	
18.7253	-350.253	547.539	5.45795					18.7253	2.53876	2.67114	159.952	
18.7303	-350.033	547.427	5.16773					18.7303	-1.78021	-1.64795	159.918	
18.7353	-349.989	547.403	5.11182					18.7353	-2.91858	-2.86066	159.959	
18.7403	-350.205	547.51	5.39453					18.7403	1.39264	1.44891	159.986	
18.7453	-350.25	547.536	5.46076					18.7453	2.57849	2.70514	159.946	
18.7503	-350.031	547.424	5.17481					18.7503	-1.72565	-1.59192	159.916	
18.7552	-349.977	547.404	5.0993					18.7552	-2.95654	-2.89453	159.949	
18.7602	-350.198	547.516	5.38977					18.7602	1.32892	1.38214	159.978	
18.7652	-350.26	547.533	5.47205					18.7652	2.59955	2.73456	159.943	
18.7702	-350.041	547.424	5.17822					18.7702	-1.66882	-1.52142	159.92	
18.7752	-349.977	547.399	5.09155					18.7752	-2.99182	-2.92572	159.962	
18.7802	-350.196	547.508	5.38062					18.7802	1.26709	1.32105	159.989	
18.7852	-350.266	547.534	5.47272					18.7852	2.64789	2.77094	159.95	
18.7902	-350.049	547.412	5.18689					18.7902	-1.60382	-1.47614	159.922	
18.7952	-349.967	547.382	5.08795					18.7952	-3.02161	-2.96558	159.965	
18.8002	-350.184	547.504	5.37763					18.8002	1.21991	1.26617	159.994	
18.8052	-350.266	547.541	5.48547					18.8052	2.6734	2.79144	159.95	
18.8102	-350.038	547.424	5.1955					18.8102	-1.55237	-1.41858	159.915	
18.8151	-349.953	547.392	5.07629					18.8151	-3.05347	-2.99268	159.961	
18.8201	-350.187	547.505	5.36432					18.8201	1.15302	1.20343	159.989	
18.8251	-350.282	547.535	5.49432					18.8251	2.70618	2.83417	159.938	
18.8301	-350.058	547.422	5.20447					18.8301	-1.48224	-1.35193	159.911	
18.8351	-349.961	547.389	5.07263					18.8351	-3.07282	-3.01611	159.952	
18.8401	-350.187	547.51	5.37439					18.8401	1.10284	1.15814	159.983	
18.8451	-350.285	547.541	5.50617					18.8451	2.73541	2.86224	159.952	
18.8501	-350.053	547.416	5.19946					18.8501	-1.42828	-1.2973	159.922	
18.8551	-349.945	547.385	5.05908					18.8551	-3.10297	-3.04785	159.952	
18.8601	-350.18	547.508	5.35675					18.8601	1.04651	1.09546	159.981	
18.8651	-350.294	547.538	5.49927					18.8651	2.76312	2.88794	159.951	
18.8701	-350.053	547.41	5.19824					18.8701	-1.37488	-1.2442	159.923	
18.8751	-349.939	547.367	5.05322					18.8751	-3.14117	-3.08014	159.952	
18.88	-350.179	547.495	5.35919					18.88	0.990601	1.04376	159.984	
18.885	-350.304	547.545	5.5116					18.885	2.79974	2.92304	159.955	
18.89	-350.062	547.427	5.19818					18.89	-1.3313	-1.19385	159.921	
18.895	-349.925	547.379	5.03253					18.895	-3.18842	-3.12415	159.949	
18.9	-350.171	547.494	5.34668					18.9	0.932556	0.977966	159.978	
18.905	-350.31	547.536	5.51483					18.905	2.83582	2.9577	159.951	
18.91	-350.067	547.414	5.20038					18.91	-1.26782	-1.133	159.921	
18.915	-349.929	547.374	5.0199					18.915	-3.21161	-3.14819	159.956	
18.92	-350.17	547.503	5.33051					18.92	0.873108	0.930237	159.987	
18.925	-350.306	547.547	5.5166					18.925	2.85565	2.97821	159.953	
18.93	-350.051	547.416	5.21161					18.93	-1.2157	-1.08606	159.922	
18.935	-349.908	547.365	5.02612					18.935	-3.23615	-3.17621	159.951	
18.94	-350.166	547.49	5.33685					18.94	0.821533	0.868652	159.984	
18.9449	-350.32	547.538	5.52869					18.9449	2.88062	2.99829	159.951	
18.9499	-350.07	547.412	5.22034					18.9499	-1.15875	-1.02332	159.916	
18.9549	-349.911	547.36	5.02747					18.9549	-3.26276	-3.19421	159.947	
18.9599	-350.165	547.489	5.33612					18.9599	0.7594	0.817078	159.982	
18.9649	-350.32	547.547	5.53253					18.9649	2.90637	3.0304	159.959	
18.9699	-350.066	547.422	5.21082					18.9699	-1.10516	-0.968628	159.923	
18.9749	-349.913	547.363	5.00079					18.9749	-3.28052	-3.21252	159.949	
18.9799	-350.165	547.481	5.32538					18.9799	0.708801	0.762268	159.984	
18.9849	-350.325	547.531	5.54358					18.9849	2.91699	3.03687	159.958	
18.9899	-350.068	547.405	5.22028					18.9899	-1.05322	-0.916626	159.925	
18.9949	-349.901	547.358	5.0058					18.9949	-3.3056	-3.23212	159.953	
18.9999	-350.162	547.483	5.32959					18.9999	0.6474	0.701599	159.991	
19.0048	-350.334	547.533	5.55121					19.0048	2.9444	3.06726	159.962	
